etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia
piloto,13429122013,415515384,31/3/2022 18:03,31/3/2022 18:06,170.79.4.21,Aceito,Masculino,41 - 50,Universidade,Brasil,Aracaju,Empregado (a),,,,,,,,,,,,,,,,,Provável,Nada provável,Muito provável,Muito provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13427863966,415515384,31/3/2022 2:50,31/3/2022 3:02,79.168.41.39,Aceito,Masculino,51 – 60,Universidade,Portugal,Lisboa,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Não tenho certeza (a),Nada provável,Muito provável,Muito provável,Concordo,Muito provável,Totalmente de acordo,Não tenho certeza (a),Não tenho certeza (a),Concordo,Não tenho certeza (a),Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Não tenho certeza (a),Não estou interessado,1 pessoa,,,,,,,,,,,,,,,,,,,Grupo de especialistas,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente
piloto,13427611404,415515384,30/3/2022 21:02,30/3/2022 21:14,177.76.88.13,Aceito,Masculino,41 - 50,Universidade,Brasil,São José dos Campos SP,Empregado (a),5 – 10 anos,Membro inativo,Recentemente (mais de 1 ano),Em formação,Não,>5 Filhotes,Não utilize cardinalitos selvagens,,,Utilize apenas mutações ou híbridos,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Provável,Provável,Em desacordo,Não tenho certeza (a),Não tenho certeza (a),Pouco provável,Totalmente em desacordo,Não tenho certeza (a),Falso,Não tenho certeza (a),Verdadeiro,Não tenho certeza (a),Falso,Concordo,Verdadeiro,Concordo,Não tenho certeza (a),Em desacordo,"Sim, eu consulto",4 pessoas,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Com experiência,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente
piloto,13426859091,415515384,30/3/2022 12:29,30/3/2022 12:36,193.236.39.88,Aceito,Masculino,41 - 50,Universidade,Portugal,Porto,Empregado (a),5 – 10 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Em desacordo,Pouco provável,Totalmente de acordo,Não tenho certeza (a),Em desacordo,Não tenho certeza (a),Verdadeiro,Verdadeiro,Verdadeiro,Concordo,Verdadeiro,Concordo,Verdadeiro,Concordo,Em desacordo,Não tenho certeza (a),Não estou interessado,1 pessoa,,,,,,,,,,,,,,,,,,,Colega criador,Recentemente (< 1 ano),Ocasionalmente (várias vezes por ano),41 -50 anos,Portugal,Experiente
piloto,13426664234,415515384,30/3/2022 10:42,30/3/2022 10:56,177.179.93.186,Aceito,Masculino,51 – 60,Universidade,Brasil,Aracaju,Empregado (a),2 - 3 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Provável,Totalmente de acordo,Provável,Totalmente de acordo,Não tenho certeza (a),Totalmente verdadeiro,Não tenho certeza (a),Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Não tenho certeza (a),"Não consulto ninguém, tondo as minhas próprias decisões quando quero gerir o meu aviário.",1 pessoa,,,,,,,,,,,,,,,,,,,Amigo,Há pouco (1 - 2 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Brasil,Experiente
piloto,13425582886,415515384,29/3/2022 18:02,29/3/2022 18:07,186.206.246.131,Aceito,Masculino,41 - 50,Universidade,Brasil,Bh,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,,,Utilize apenas cardinalitos ancestral,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13425483263,415515384,29/3/2022 16:52,29/3/2022 16:56,89.154.33.180,Aceito,Masculino,41 - 50,Secundário completo,Portugal,Póvoa de Varzim,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,,,,Utilize apenas mutações ou híbridos,,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,,,Nada provável,Nada provável,Nada provável,Pouco provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424782145,415515384,29/3/2022 10:24,29/3/2022 10:31,89.153.78.30,Aceito,Masculino,31 – 40,Universidade,Portugal,Braga,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,,,Utilize apenas cardinalitos ancestral,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Pouco provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Provável,Totalmente de acordo,Pouco provável,Não tenho certeza (a),Não tenho certeza (a),Totalmente verdadeiro,Não tenho certeza (a),Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Não tenho certeza (a),"Sim, eu consulto",2 pessoas,,,,,,,,,,,,,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),51 – 60 anos,Portugal,Experiente,Colega criador,Há pouco (1 - 2 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente
piloto,13424764712,415515384,29/3/2022 10:16,29/3/2022 10:18,186.185.230.189,Aceito,Masculino,41 - 50,Técnico,Brasil,Manaos,Desempregados (a),2 - 3 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Sim,2-5 Filhote,,,,,Difundir boas práticas de reprodução,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13424635636,415515384,29/3/2022 9:17,29/3/2022 9:26,89.114.129.55,Aceito,Masculino,51 – 60,Técnico,Portugal,Lisboa,Empregado (a),mais de 10 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Sim,>5 Filhotes,,,Utilize apenas cardinalitos ancestral,,,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Pouco provável,Nada provável,Nada provável,Nada provável,Totalmente em desacordo,Pouco provável,Concordo,Não tenho certeza (a),Concordo,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Verdadeiro,Concordo,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),"Não consulto ninguém, tondo as minhas próprias decisões quando quero gerir o meu aviário.",4 pessoas,Colega criador,Há muito tempo (3 -10 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Portugal,Em treinamento,Colega criador,Desde sempre (>10 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Portugal,Em formação,,,,,,,,,,,,
piloto,13423469244,415515384,28/3/2022 15:57,28/3/2022 16:08,31.22.201.104,Aceito,Masculino,41 - 50,Técnico,Portugal,Vila nova de Famalicão,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Outros,Não,Não crio Cardenalitos/Tarin.,,,,,Difundir boas práticas de reprodução,,,,,,Nada provável,Nada provável,Nada provável,Nada provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13423114920,415515384,28/3/2022 12:18,28/3/2022 12:21,178.166.56.133,Aceito,Masculino,41 - 50,Universidade,Portugal,Lisboa,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,,Utilize cardinalitos selvagens apenas se necessário,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13422665468,415515384,28/3/2022 7:45,28/3/2022 10:32,191.253.125.190,Aceito,Masculino,51 – 60,Técnico,Brasil,Pomerode,Aposentado (a),5 – 10 anos,Membro ativo;,Recentemente (mais de 1 ano),Em formação,Sim,>5 Filhotes,,Utilize cardinalitos selvagens apenas se necessário,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Não tenho certeza (a),Totalmente de acordo,Totalmente verdadeiro,Não tenho certeza (a),Totalmente de acordo,Não tenho certeza (a),"Sim, eu consulto",3 pessoas,,,,,,,Colega criador,Há pouco (1 - 2 anos),Ocasionalmente (várias vezes por ano),31 - 40 anos,Brasil,Experiente,Colega criador,Há pouco (1 - 2 anos),Ocasionalmente (várias vezes por ano),31 - 40 anos,Brasil,Experiente,Colega criador,Há muito tempo (3 -10 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Brasil,Experiente
piloto,13422717310,415515384,28/3/2022 8:27,28/3/2022 8:39,77.205.143.215,Aceito,Masculino,18 – 20,Técnico,Francia,Toulouse,Empregado (a),5 – 10 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Não,Não crio Cardenalitos/Tarin.,,,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Provável,Provável,Não tenho certeza (a),Concordo,Muito provável,Concordo,Não tenho certeza (a),Em desacordo,Não tenho certeza (a),Totalmente verdadeiro,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),"Sim, eu consulto",3 pessoas,,,,,,,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Francia,Experiente,,,,,,,,,,,,
piloto,13422370350,415515384,28/3/2022 2:55,28/3/2022 3:09,93.102.119.188,Aceito,Masculino,41 - 50,Técnico,Portugal,Figueira da Foz,Empregado (a),1 ano,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Não,2-5 Filhote,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Nada provável,Totalmente em desacordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Não tenho certeza (a),"Sim, eu consulto",1 pessoa,,,,,,,,,,,,,,,,,,,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),31 - 40 anos,Portugal,Experiente
piloto,13422141059,415515384,27/3/2022 20:47,27/3/2022 21:04,187.122.125.176,Aceito,Masculino,51 – 60,Secundário completo,Brasil,Carapicuiba SP,Empresário,mais de 10 anos,Membro ativo;,Recentemente (mais de 1 ano),Experiente,Sim,>5 Filhotes,,,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Provável,Totalmente de acordo,Pouco provável,Totalmente em desacordo,Totalmente de acordo,Totalmente verdadeiro,Falso,Totalmente verdadeiro,Totalmente em desacordo,Falso,Totalmente de acordo,Totalmente verdadeiro,Não tenho certeza (a),Em desacordo,Em desacordo,"Não consulto ninguém, tondo as minhas próprias decisões quando quero gerir o meu aviário.",1 pessoa,,,,,,,,,,,,,,,,,,,Veterinário,Há muito tempo (3 -10 anos),Quase nunca (1 vez por ano),31 - 40 anos,Brasil,Experiente
piloto,13422123409,415515384,27/3/2022 20:24,27/3/2022 20:33,2.81.141.205,Aceito,Masculino,41 - 50,Universidade,Portugal,São Pedro do Sul,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Em formação,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Provável,Provável,Totalmente de acordo,Não tenho certeza (a),Concordo,Não tenho certeza (a),Totalmente em desacordo,Em desacordo,Totalmente falso,Verdadeiro,Verdadeiro,Concordo,Verdadeiro,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Não tenho certeza (a),"Sim, eu consulto",2 pessoas,,,,,,,,,,,,,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente,Amigo,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente
piloto,13421916480,415515384,27/3/2022 16:38,27/3/2022 17:06,161.230.22.81,Aceito,Masculino,>61,Secundário completo,Portugal,Rio Tinto Gondomar Porto,Aposentado (a),mais de 10 anos,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Experiente,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,Difundir boas práticas de reprodução,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,Promover cruzamentos consanguíneos (dentro do mesmo plantel) para obter mutações e melhores exemplares,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Nada provável,Totalmente de acordo,Totalmente de acordo,Falso,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Verdadeiro,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Em desacordo,"Sim, eu consulto",4 pessoas,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Com experiência,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente
piloto,13421926832,415515384,27/3/2022 16:55,27/3/2022 17:00,85.240.233.46,Aceito,Masculino,31 – 40,Secundário completo,Portugal,Setúbal,Empregado (a),2 - 3 anos,Membro ativo;,Recentemente (mais de 1 ano),Em formação,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Provável,Provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13421903926,415515384,27/3/2022 16:18,27/3/2022 16:25,192.144.101.253,Aceito,Masculino,51 – 60,Secundário completo,Brasil,Limeira sp,Empregado (a),mais de 10 anos,não afiliado,Recentemente (mais de 1 ano),Experiente,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Provável,Provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13421863198,415515384,27/3/2022 15:08,27/3/2022 15:21,187.121.119.220,Aceito,Masculino,41 - 50,Secundário completo,Brasil,Mauá,Empregado (a),2 - 3 anos,Membro ativo;,Recentemente (mais de 1 ano),Em formação,Sim,"Nenhuma, estou a começar.",Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Nada provável,Nada provável,Totalmente em desacordo,Nada provável,Totalmente em desacordo,Nada provável,Totalmente em desacordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente falso,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,"Sim, eu consulto",3 pessoas,,,,,,,Diretor de um Federação/Clube ornitológico,Há muito tempo (3 -10 anos),Todos os dias,41 -50 anos,Brasil,Experiente,,,,,,,,,,,,
piloto,13421840868,415515384,27/3/2022 14:33,27/3/2022 14:40,94.132.242.158,Aceito,Masculino,41 - 50,Secundário completo,Portugal,vizela,Desempregados (a),< 1 ano,Membro ativo;,Recentemente (1 ano ou menos),Em formação,Sim,"Nenhuma, estou a começar.",,,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Não tenho certeza (a),Em desacordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente verdadeiro,Verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Em desacordo,"Sim, eu consulto",4 pessoas,Grupo de especialistas,Recentemente (< 1 ano),Ocasionalmente (várias vezes por ano),51 – 60 anos,Portugal,Com experiência,,,,,,,,,,,,,,,,,,
piloto,13421811598,415515384,27/3/2022 13:48,27/3/2022 13:59,94.61.82.50,Aceito,Masculino,31 – 40,Secundário completo,Portugal,Matosinhos,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Pouco provável,Em desacordo,Concordo,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Verdadeiro,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Concordo,Em desacordo,"Sim, eu consulto",1 pessoa,,,,,,,,,,,,,,,,,,,Colega criador,Há muito tempo (3 -10 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Portugal,Experiente
piloto,13421756786,415515384,27/3/2022 12:29,27/3/2022 12:55,176.79.52.121,Aceito,Masculino,41 - 50,Universidade,Portugal,Caldas da rainha,Trabalhador conta própria,Não criei Pintassilgo da Venzuela.,Membro inativo,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Não tenho certeza (a),Concordo,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Verdadeiro,Não tenho certeza (a),Verdadeiro,Concordo,Verdadeiro,Concordo,Totalmente verdadeiro,Concordo,Concordo,Não tenho certeza (a),"Sim, eu consulto",4 pessoas,Grupo de especialistas,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Com experiência,Amigo,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente,Amigo,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente,Amigo,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente
piloto,13421754311,415515384,27/3/2022 12:26,27/3/2022 12:32,87.88.218.141,Aceito,Masculino,41 - 50,Técnico,França,Mâcon,Empregado (a),5 – 10 anos,Membro inativo,Há muito tempo (mais de 5 anos),Em formação,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,,,Pouco provável,Pouco provável,Pouco provável,Pouco provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13421689102,415515384,27/3/2022 10:54,27/3/2022 11:00,177.71.6.253,Aceito,Masculino,31 – 40,Universidade,Brasil,Pirassununga SP,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,,,,,Difundir boas práticas de reprodução,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Não tenho certeza (a),Provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13421669766,415515384,27/3/2022 10:22,27/3/2022 10:47,45.170.81.94,Aceito,Masculino,41 - 50,Técnico,Brasil,Ribeirão preto,Empregado (a),mais de 10 anos,não afiliado,"Há muito tempo (mais de 10 anos), não sou afiliado",Experiente,Sim,>5 Filhotes,,,,Utilize apenas mutações ou híbridos,Difundir boas práticas de reprodução,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,Promover cruzamentos consanguíneos (dentro do mesmo plantel) para obter mutações e melhores exemplares,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Não tenho certeza (a),Totalmente de acordo,Pouco provável,Totalmente em desacordo,Concordo,Verdadeiro,Verdadeiro,Não tenho certeza (a),Totalmente de acordo,Verdadeiro,Totalmente de acordo,Totalmente verdadeiro,Concordo,Não tenho certeza (a),Totalmente de acordo,"Sim, eu consulto",3 pessoas,,,,,,,Diretor de um Federação/Clube ornitológico,Desde sempre (>10 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Brasil,Experiente,Colega criador,Desde sempre (>10 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Brasil,Experiente,Diretor de um Federação/Clube ornitológico,Desde sempre (>10 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Brasil,Experiente
piloto,13421637450,415515384,27/3/2022 9:33,27/3/2022 9:41,88.157.15.145,Aceito,Masculino,21 – 30,Técnico,Portugal,Penafiel,Empregado (a),2 - 3 anos,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Em formação,Sim,>5 Filhotes,,,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Pouco provável,Em desacordo,Concordo,Verdadeiro,Verdadeiro,Totalmente falso,Totalmente em desacordo,Falso,Concordo,Verdadeiro,Concordo,Em desacordo,Em desacordo,"Não consulto ninguém, tondo as minhas próprias decisões quando quero gerir o meu aviário.",2 pessoas,,,,,,,,,,,,,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),31 - 40 anos,Portugal,Experiente,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),31 - 40 anos,Portugal,Experiente
piloto,13421610774,415515384,27/3/2022 8:48,27/3/2022 8:51,94.61.251.144,Aceito,Masculino,41 - 50,Secundário completo,Portugal,Marco de Canaveses,Empregado (a),< 1 ano,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Sim,"Nenhuma, estou a começar.",,,Utilize apenas cardinalitos ancestral,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
